sample_id,geochronid,analysis_document,usable_flag,reason,parse_status,row_parser_used,table_rows_extracted,non_d_rows,d_rows,group_counts,interpretation_notes,error
209650,209650.1,209650.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,23,17,6,D:6; I:13; X:4,"The analyses are concordant to strongly discordant Archean Murchison Domain, and implications for Yilgarn Craton (Fig. 3). Six analyses are >5% discordant. The dates tectonics: Precambrian Research, v. 229, p. 49–92. are unreliable, and are considered not to be geologically metamonzogranite, Success Well; Geochronology Record 1831: a weighted mean 207Pb*/206Pb* date of 2685 ± 6 Ma I is interpreted as the igneous crystallization age of the Tectonophysics, v. 623, p. 100–122, doi:10.1016/j.tecto.2014.03.020. slightly discordant analyses in Group X are interpreted as",
209651,209651.1,209651.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,18,18,0,I:16; P:1; X:1,"The analyses are concordant to strongly discordant Archean Murchison Domain, and implications for Yilgarn Craton a weighted mean 207Pb*/206Pb* date of 2698 ± 7 Ma Wingate, MTD, Kirkland, CL and Ivanic, TJ 2015a, 185997: granitic is interpreted as the igneous crystallization age of the single analysis in Group X is interpreted as the age of an extract, viewed 16 November 2021, <www.dmp.wa.gov.au/ens>.",
210217,210217.1,210217.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,17,13,4,D:4; I:10; P:3,"irregular, up to 7 mm long, and some forms aggregates The analyses are concordant to strongly discordant up to 9 mm in diameter of smaller quartz grains with (Fig. 3). Four analyses are >5% discordant or indicate undulose extinction and there are minor unstrained these four analyses (Group D; Table 1) are unreliable, Figure 1. Hand specimen image of sample 210217: metamonzogranite, South Well Figure 2. Cathodoluminescence image of representative zircons from sample 210217: a weighted mean 207Pb*/206Pb* date of 2750 ± 7 Ma Wyche, S 2013, Long-lived, autochthonous development of the is interpreted as the igneous crystallization age of the Survey of Western Australia, WA Geology Online, Explanatory Notes",
211111,211111.1,211111.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,15,15,0,I:15,"The analyses are concordant to slightly discordant (Fig. 3), and form a single group, based on their 207Pb*/206Pb* ratios. Group I comprises 15 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2977 ± 5 Ma (MSWD = The date of 2977 ± 5 Ma for the 15 analyses in Group I is interpreted as the igneous crystallization age of the meta-",
211118,211118.1,211118.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,5,4,1,D:1; X:4,"The analyses are concordant to moderately discordant (Fig. 3). One analysis is >5% discordant. The date obtained from this analysis (Table 1, Group D) is unreliable, and considered not to be geologically significant. The remaining four analyses",
211120,211120.1,211120.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK,STRICT_20COL,95,71,24,D:24; S:69; Y:2,"overprinting by very fine-grained biotite precludes The analyses are concordant to strongly discordant precise identification. Clinozoisite crystals are subhedral, (Fig. 3). Twenty-three analyses are >5% discordant also forms veins up to 1 mm wide. Quartz occurs in these 24 analyses (Group D; Table 1) are unreliable, and Figure 1. Drillcore image of sample 211120: altered breccia, Deflector prospect Figure 2. Cathodoluminescence image of representative zircons from sample 211120: which yield a weighted mean 207Pb*/ 206Pb* date of Yakymchuk, C 2020, Metamorphism of the Mougooderra Formation: a maximum age of deposition for the sedimentary tectonics: Precambrian Research, v. 229, p. 49–92. depositional age can be based on the weighted mean Geological Survey of Western Australia, WA Geology",
212791,212791.1,212791.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK,STRICT_20COL,15,11,4,D:4; X:11,"The analyses are concordant to strongly discordant Record 2001/47, 111p. (Fig. 3). Four analyses are >5% discordant. The dates Lu, Y, Wingate, MTD, Kirkland, CL and Zibra, I 2016, 209610: are unreliable, and considered not to be geologically 1347: Geological Survey of Western Australia, 4p. Four analyses of four zircons yield a weighted mean and five analyses of four zircons yield a weighted mean Craton: Tectonophysics, v. 712–713, p. 362–395.",
214138,214138.1,214138.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,11,11,0,I:9; X:2,"The analyses are concordant to slightly discordant (Fig. 2), and form two groups, based on their 207Pb*/206Pb* ratios. Group I comprises nine analyses of nine zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2763 ± 5 Group X comprises two analyses of two zircon cores (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2784 The date of 2763 ± 5 Ma for the nine analyses in Group I is interpreted as the magmatic crystallization age of the The date of 2784 ± 13 Ma for the two analyses in Group X is interpreted as the age of an inherited component.",
214139,214139.1,214139.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,12,12,0,I:10; P:2,"The analyses are concordant to moderately discordant (Fig. 2), and form two groups, based on their 207Pb*/206Pb* ratios. Group I comprises ten analyses of ten zircons (Table 1), which yield a weighted mean 207Pb*/206Pb** date of 2761 ± 4 Ma The date of 2761 ± 4 Ma for the ten analyses in Group I is interpreted as the magmatic crystallization age of the",
214315,214315.1,214315.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,18,18,0,I:17; X:1,"The analyses are concordant to moderately discordant (Fig. 3), and form two groups, based on their 207Pb*/206Pb* ratios. Group I comprises 17 analyses of 17 zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2700 ± 7 Ma The date of 2700 ± 7 Ma for the 17 analyses in Group I is interpreted as the magmatic crystallization age of the metagranodiorite dyke. The date of 2958 ± 20 Ma (1σ) for the analysis in Group X is interpreted as the age of an inherited",
215316,215316.1,215316.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK,STRICT_20COL,117,87,30,D:30; S:85; Y:2,"The analyses are concordant to strongly discordant Abeysinghe, PB 2003, Silica resources of Western Australia: Geological (Fig. 3). Thirty analyses are >5% discordant. The dates Survey of Western Australia, Mineral Resources Bulletin 21, 228p. unreliable, and are considered not to be geologically Western Australia, 1:250 000 Geological Series Explanatory Notes, which yield a concordia age of 1800 ± 13 Ma (2σ, a maximum age of deposition for the sedimentary Geoscience Australia, Record 2007/14, p. 80–84. depositional age can be based on the weighted mean",
220109,220109.1,220109.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,150,133,17,D:17; S:132; Y:1,"The analyses are concordant to strongly discordant Allen, HJ and Trinajstic, K 2017, An Early Devonian fish fauna discordant. The dates obtained from these 17 analyses Basin: Geological Survey of Western Australia, Paleontology (Group D; Table 1) are unreliable, and considered not to on the weighted mean 238U/206Pb* date of 501 ± 8 Ma Richards, JR, Blockley, JG and de Laeter, JR 1985, Rb–Sr and Pb isotope",
220110,220110.1,220110.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,150,143,7,D:7; S:142; Y:1,"The analyses are concordant to strongly discordant Allen, HJ and Trinajstic, K 2017, An Early Devonian fish fauna (Figs 3, 4). Five analyses >1000 Ma are >5% discordant, from an unnamed sandstone in Wendy 1 drillhole, northern Perth these seven analyses (Group D; Table 1) are unreliable, Fielding, IOH, Lu, Y and Wingate, MTD 2021, Introduction to on the weighted mean 238U/206Pb* date of 524 ± 4 Ma geometry of an Early Paleozoic rift in the Pinjarra Orogen, East",
222651,222651.1,222651.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,18,17,1,D:1; I:17,"well -developed polygonal texture and an average grain The analyses are concordant to strongly discordant (Fig. 3). size of 0.05 mm. Plagioclase phenocrysts are subhedral One analysis is >30% discordant. The date obtained to euhedral, mainly tabular, up to 2.5 mm long, lightly to from this analysis (Group D; Table 1) is unreliable, form either single grains or distinct folia. Tourmaline is a weighted mean 207Pb*/ 206Pb* date of 2804 ± 6 Ma sample has been deformed and recrystallized at relatively interpreted as the igneous crystallization age of the dacite. Figure 2. Cathodoluminescence image of representative zircons from sample 222651:",
222712,222712.1,222712.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK,STRICT_20COL,21,20,1,D:1; P:1; S:18; Y:1,"alteration. Quartz is anhedral, mostly equant, transparent, The analyses are concordant to moderately discordant grains are subrounded or rounded, although compaction (Group D; Table 1) is unreliable, and is considered not to Figure 1. Hand specimen image of sample 222712: quartzite, Lawlers – Mount Ida Road Figure 2. Cathodoluminescence image of representative zircons from sample 222712: the single analysis in Group Y underestimates its age of Wingate, MTD, Kirkland, CL, Bodorkos, S and Wyche, S 2010, 185901: 2764 ± 8 Ma is interpreted as the age of the dominant",
222720,222720.1,222720.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,22,18,4,D:4; I:17; P:1,"The analyses are concordant to strongly discordant (Fig. 3). the Vestfold Hills, East Antarctica: Contributions to Mineralogy and Four analyses are >7% discordant and/or indicate high Petrology, v. 115, p. 184–203. four analyses (Group D; Table 1) are unreliable, and are Survey of Western Australia, 1:100 000 Geological Series. which yield a weighted mean 207 Pb*/ 206 Pb* date of McGoldrick, PJ 1990, Geology of the Archaean Kalgoorlie Terrane — interpreted as the igneous crystallization age of the gabbro. Australia, 1:250 000 Geological Series Explanatory Notes, 38p.",
222724,222724.1,222724.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,13,12,1,D:1; I:10; P:1; X:1,"areas of relict plagioclase exhibit poorly defined multiple The analyses are concordant to strongly discordant (Fig. 3). twinning. K-feldspar is anhedral, fractured, up to 5 mm One analysis older than 2800 Ma is >5% discordant. and exhibits microcline twinning. Pale brown, equant is unreliable, and considered not to be geologically probable muscovite laths up to 0.7 mm long may have which yield a weighted mean 207Pb*/ 206Pb* date of Figure 2. Cathodoluminescence image of representative zircons from sample 222724: interpreted as the age of an inherited zircon. The date of",
225756,225756.1,225756.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK,STRICT_20COL,55,50,5,D:5; S:49; Y:1,"The analyses are concordant to moderately discordant Trendall, AF, Compston, W, Nelson, DR, de Laeter, JR and Bennett, VC (Fig. 3). Five analyses are >5% discordant. The dates are unreliable, and are considered not to be geologically can be based on the weighted mean 207Pb*/206Pb* date of This is interpreted as the age of the dominant zircon- age of the dominant detrital component within sediments",
225757,225757.1,225757.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK,STRICT_20COL,71,69,2,D:2; S:68; Y:1,"The analyses are concordant to moderately discordant Trendall, AF, Compston, W, Nelson, DR, de Laeter, JR and Bennett, VC (Fig. 3). Two analyses are >5% discordant. The dates are unreliable, and are considered not to be geologically can be based on the weighted mean 207Pb*/206Pb* date of",
225758,225758.1,225758.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,12,10,2,D:2; I:9; X:1,"The analyses are concordant to moderately discordant The sample is an altered tuffaceous volcanic rock, (Fig. 3). Two analyses are >5% discordant. The dates 1–2% opaque grains, and trace quartz. Clay minerals are are unreliable, and are considered not to be geologically 0.35 mm long, and composed of coarser-grained, fibrous, a weighted mean 207Pb*/206Pb* date of 2485 ± 9 Ma Figure 2. Cathodoluminescence image of all zircons from sample 225758: tuffaceous is interpreted as the igneous crystallization age. The date Trendall, AF, Nelson, DR, de Laeter, JR and Hassler, SW 1998, interpreted as the age of an inherited zircon. and Wittenoom Formation, Hamersley Group, Western Australia:",
225760,225760.1,225760.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,16,14,2,D:2; I:11; X:3,"hematite, and quartz. Clay minerals (probably smectite) The analyses are concordant to moderately discordant are cryptocrystalline to very fine grained and moderately (Fig. 3). Two analyses are >5% discordant. The dates colourless, oval to elongate patches, which are up to are unreliable, and are considered not to be geologically Figure 2. Cathodoluminescence image of all zircons from sample 225760: tuffaceous a weighted mean 207Pb*/206Pb* date of 2480 ± 7 Ma 2004, SHRIMP zircon ages constraining the depositional chronology is interpreted as the igneous crystallization age. The dates Wingate, MTD, Fielding, IOH, Lu, Y and Martin, DMcB 2021a, 225756:",
225797,225797.1,225797.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,21,21,0,I:18; P:1; X:2,"apatite, and pyrite. The groundmass is massive and The analyses are concordant to slightly discordant (Fig. 3), a weighted mean 207Pb*/206Pb* date of 1781 ± 8 Ma Figure 2. Cathodoluminescence image of representative zircons from sample 225797: is interpreted as the igneous crystallization age. The dates Basin, Western Australia: Geological Survey of Western Australia,",
225819,225819.1,225819.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK,STRICT_20COL,32,32,0,P:3; S:28; Y:1,minerals present in the sandstone. Quartz grains are The analyses are concordant to moderately discordant Figure 2. Cathodoluminescence image of representative zircons from sample 225819: on the weighted mean 207Pb*/206Pb* date of 3075 ± 4 Ma This date is interpreted as the age of the dominant zircon-,
225947,225947.1,225947.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,17,15,2,D:2; I:15,"The analyses are concordant to moderately discordant Letters, v. 26, p. 207–221. (Fig. 3). Two analyses are >5% discordant. The dates Thorne, AM and Trendall, AF 2001, Geology of the Fortescue Group, are unreliable, and are considered not to be geologically Australia, Bulletin 144, 249p. a weighted mean 207Pb*/206Pb* date of 2727 ± 7 Ma is interpreted as the igneous crystallization age of the Wingate, MTD, Fielding, IOH, Lu, Y and Howard, HM 2021, 225947:",
226183,226183.1,226183.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,68,57,11,D:11; S:56; Y:1,"The analyses are concordant to strongly discordant The data for combined Groups Y and S indicate significant (Fig. 3). Eleven analyses >1000 Ma are >5% discordant. age components at c. 1817, 1484, 1266, 1161, 1053, 998, Table 1) are unreliable, and are considered not to be approximately 4, 3, 5, 8, 8, 7, 3, 3, 4, and 4 analyses,",
226184,226184.1,226184.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,97,62,35,D:35; S:61; Y:1,"The analyses are concordant to strongly discordant The data for combined Groups Y and S indicate significant discordant. The dates obtained from these 35 analyses 563 Ma, based on contributions from approximately 4, (Group D; Table 1) are unreliable, and are considered not 4, 7, 7, and 5 analyses, respectively (Fig. 5). These are",
226185,226185.1,226185.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,81,55,26,D:26; S:54; Y:1,"the weighted mean 207-corrected 238U/206Pb* date of 589 The analyses are concordant to strongly discordant ± 8 Ma (MSWD = 1.3) for the youngest coherent group of discordant, and one analysis <1000 Ma indicates high 26 analyses (Group D; Table 1) are unreliable, and age components at c. 1576, 1489, 1299, 1183, 1100,",
226186,226186.1,226186.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,24,18,6,D:6; S:17; Y:1,"The analyses are concordant to strongly discordant contributions from approximately 3 analyses (Fig. 5). (Fig. 3). Five analyses >1000 Ma are >5% discordant, This is interpreted as the age of the dominant zircon- (Group D; Table 1) are unreliable, and are considered not have been reworked into this rock.",
227224,227224.1,227224.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,18,18,0,I:17; P:1,"size. K-feldspar is anhedral, microperthitic, up to 2 mm The analyses are concordant to moderately discordant mainly equant magnetite grains are up to 0.7 mm in size, a weighted mean 207Pb*/206Pb* date of 2941 ± 3 Ma Figure 1. Hand specimen image of sample 227224: metagranodiorite, Edamurta Range Figure 2. Cathodoluminescence image of representative zircons from sample 227224: is interpreted as the magmatic crystallization age of the Zibra, I, Peternell, M, Schiller, M, Wingate, MTD, Lu, Y and Clos, F",
227268,227268.1,227268.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK,STRICT_20COL,6,5,1,D:1; S:3; Y:1; Z:1,"The analyses are concordant to strongly discordant Ivanic, TJ, Li, J, Meng, Y, Guo, L, Yu, J, Chen, SF, Wyche, S and Zibra, I (Fig. 3). One analysis is >5% discordant. The date 2015, Yalgoo, WA Sheet 2241: Geological Survey of Western unreliable, and is considered not to be geologically Lu, Y, Wingate, MTD, Kirkland, CL, and Ivanic, TJ 2016, 207686: can be based on the weighted mean 207Pb*/206Pb* date Groups Y and S. This date is interpreted as the age of the altered volcaniclastic rock, Woolgah Hill; Geochronology Record Group Z is interpreted as the age of a zircon contaminant.",
228446,228446.1,228446.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,18,14,4,D:4; I:7; X:7,"The analyses are concordant to moderately discordant (Fig. 3). Four analyses are >7% discordant. The dates are unreliable, and are considered not to be geologically after titanite are up to 1 mm long. Brown metamict a weighted mean 207Pb*/206Pb* date of 2903 ± 4 Ma Figure 2. Cathodoluminescence image of representative zircons from sample 228446: weighted mean 207Pb*/ 206Pb* date of 3181 ± 12 Ma Wingate, MTD, Lu, Y, Fielding, IOH and Howard, HM 2021, 228446: Group I is interpreted as the igneous crystallization age Data obtained: 6 September 2019 four analyses in Group X is interpreted as the age of an",
229285,229285.1,229285.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,27,26,1,D:1; S:23; Y:1; Z:2,The analyses are concordant to moderately discordant (Fig. 3). One analysis is >5% discordant. The date obtained from this analysis (Group D; Table 1) is unreliable and considered not to be geologically significant. The remaining 26 analyses can conservative estimate of the maximum depositional age can be based on the weighted mean 207Pb*/206Pb date of 3006 ± 6,
229320,229320.1,229320.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,17,17,0,I:17,"The analyses are concordant to moderately discordant (Fig. 3), and form a single group based on their 207Pb*/206Pb* Group I comprises 17 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2630 ± 7 Ma (MSWD = The date of 2630 ± 7 Ma for the 17 analyses in Group I is interpreted as the igneous crystallization age of the monzogranite",
229748,229748.1,229748.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,17,11,6,D:6; I:9; P:2,"The analyses are concordant to strongly discordant (Fig. 3). Six analyses are >6% discordant. The dates obtained from these six analyses (Group D; Table 1) are unreliable, and considered not to be geologically significant. The remaining 11 Group I comprises nine analyses of eight zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2821 ± 10 The date of 2821 ± 10 Ma for the nine analyses in Group I is interpreted as the igneous crystallization age of the tonalitic crossed squares indicate Group D (discordance >6%). One strongly discordant analysis in Group D is",
229828,229828.1,229828.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,18,18,0,I:18,"microcline is strained. Lithic grains are subangular, up to The analyses are concordant to moderately discordant is no indication of grading at the scale of the thin section. a weighted mean 207Pb*/ 206Pb* date of 2703 ± 6 Ma up to 0.4 mm in diameter, and altered to titanite and brown interpreted as the igneous crystallization age of the source sericite–albite–quartz. Where the alteration is most intense, maximum age of deposition for the sandstone. Figure 2. Cathodoluminescence image of representative zircons from sample 229828:",
230507,230507.1,230507.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,15,13,2,D:2; I:6; P:5; X:2,"The analyses are concordant to moderately discordant Pidgeon, RT and Wilde, SA 1990, The distribution of 3.0 Ga and 2.7 (Fig. 3). Two analyses are >5% discordant. The dates Ga volcanic episodes in the Yilgarn Craton of Western Australia: are unreliable, and considered not to be geologically Sapkota, J and De Paoli, MC 2016, Little Peters Formation (A-GIl-f): a weighted mean 207Pb*/ 206Pb* date of 2650 ± 6 Ma interpreted as the igneous crystallization age of the dacite.",
230514,230514.1,230514.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,14,13,1,D:1; I:6; P:6; Z:1,"The analyses are concordant to moderately discordant Pidgeon, RT and Wilde, SA 1990, The distribution of 3.0 Ga and 2.7 (Fig. 3). One analysis is >5% discordant. The date obtained Ga volcanic episodes in the Yilgarn Craton of Western Australia: from this analysis (Group D; Table 1) is unreliable, and is Precambrian Research, v. 48, p. 309–325. a weighted mean 207Pb*/ 206Pb* date of 2660 ± 6 Ma Stacey, JS and Kramers, JD 1975, Approximation of terrestrial lead isotope interpreted as the igneous crystallization age of the rhyolite. Geological Survey of Western Australia, WA Geology Online, Explanatory is interpreted as the age of a possible zircon contaminant Re­commended reference for this",
231142,231142.1,231142.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,23,21,2,D:2; I:21,"The analyses are slightly discordant to moderately discordant (Fig. 3). Two analyses are >5% discordant. The dates obtained from these two analyses (Group D; Table 1) are unreliable and are considered not to be geologically significant. Group I comprises 21 analyses of 21 zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2701 ± 3 Ma The date of 2701 ± 3 Ma for the 21 analyses in Group I is interpreted as the igneous crystallization age of the granodiorite.",
231258,231258.1,231258.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,16,12,4,D:4; I:12,"The analyses are concordant to moderately discordant (Fig. 3). Four analyses are >5% discordant. The dates obtained from these four analyses (Group D; Table 1) are unreliable and considered not to be geologically significant. The remaining 12 Group I comprises 12 analyses of nine zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2674 ± 4 Ma The date of 2674 ± 4 Ma for the 12 analyses in Group I is interpreted as the igneous crystallization age of the granodiorite.",
231273,231273.1,231273.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,20,19,1,D:1; I:19,"The analyses are concordant to strongly discordant (Fig. 3). One analysis is >6% discordant. The date obtained from this analysis (Group D; Table 1) is unreliable and considered not to be geologically significant. The remaining 19 analyses form Group I comprises 19 analyses of 15 zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2675 ± 5 Ma The date of 2675 ± 5 Ma for the 19 analyses in Group I is interpreted as the igneous crystallization age of the granodiorite.",
232522,232522.1,232522.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,22,16,6,D:6; I:13; P:2; X:1,"sphalerite. Plagioclase (An34, andesine) is anhedral to The analyses are concordant to strongly discordant subhedral, equant to slightly tabular, up to 3 mm long, and (Fig. 3). Six analyses are >5% discordant. The dates 5 mm in size, weakly to moderately strained, and exhibits are unreliable, and are considered not to be geologically to subhedral laths up to 1 mm long, and muscovite forms which yield a weighted mean 207Pb*/ 206Pb* date of Figure 2. Cathodoluminescence image of representative zircons from sample 232522: is interpreted as the igneous crystallization age of the Survey of Western Australia, Mineral Exploration Report A118065, single analysis in Group X is interpreted as the age of an",
235129,235129.1,235129.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,16,16,0,I:16,"epidote. Green hornblende is subhedral, tabular, up to The analyses are concordant to slightly discordant (Fig. 3), exhibits incipient subgraining and recrystallization around a weighted mean 207Pb*/206Pb* date of 2716 ± 5 Ma Figure 2. Cathodoluminescence image of representative zircons from sample 235129: interpreted as the igneous crystallization age of the quartz",
235199,235199.1,235199.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,25,22,3,D:3; I:21; P:1,"parallel to plagioclase phenocrysts. Plagioclase The analyses are concordant to strongly discordant phenocrysts are subhedral to euhedral, mostly tabular, up (Fig. 3). Three analyses are >5% discordant. The dates epidote and carbonate. Some plagioclase laths up to 1 mm are unreliable, and considered not to be geologically Figure 2. Cathodoluminescence image of representative zircons from sample 235199: a weighted mean 207Pb*/206Pb* date of 2808 ± 3 Ma Romano, SS and Doublier, MP 2012, Adding pieces to the puzzle: interpreted as the igneous crystallization age of the dacite. Wingate, MTD, Fielding, IOH, Lu, Y and Grech, LL 2021, 235129:",
236002,236002.1,236002.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,22,22,0,I:22,"and zircon. The rock is strongly affected by a texturally The analyses are concordant to moderately discordant destructive alteration assemblage of fine-grained polygonal (Fig. 3), and form a single group, based on their sample exhibits an apparent coarse clastic texture, which a weighted mean 207Pb*/ 206Pb* date of 2702 ± 6 Ma groundmass is feldspathic with a crude trachytic texture interpreted as the age of igneous crystallization. Figure 2. Cathodoluminescence image of representative zircons from sample 236002:",
236191,236191.1,236191.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,19,18,1,D:1; I:18,"The analyses are concordant to moderately discordant the Vestfold Hills, East Antarctica: Contributions to Mineralogy and (Fig. 3). One analysis is >5% discordant. The date obtained Petrology, v. 115, p. 184–203. from this analysis (Group D; Table 1) is unreliable, and is Nelson, DR 1995, 112147: porphyritic dacite, Yindi Woolshed; a weighted mean 207Pb*/ 206Pb* date of 2706 ± 5 Ma Smithies, RH 1994, Geology of the Roe 1:100,000 Sheet: Geological is interpreted as the age of igneous crystallization.",
238531,238531.1,238531.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,11,11,0,I:8; X:3,"The analyses are concordant to slightly discordant (Fig. 3), Wingate, MTD, Fielding, IOH and Lu, Y 2019c, 203721: monzogranite, a weighted mean 207Pb*/206Pb* date of 2709 ± 7 Ma of Western Australia, 4p. I is interpreted as the igneous crystallization age of",
239798,239798.1,239798.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,20,18,2,D:2; I:10; X:8,"by abrupt changes in the orientation of compacted tube The analyses are concordant to moderately discordant vesicles. Most of the pumice is aphyric, although some (Fig. 3). Two analyses are >5% discordant. The dates in size. Plagioclase phenocrysts are subhedral to euhedral, are unreliable, and are considered not to be geologically Figure 2. Cathodoluminescence image of representative zircons from sample 239798: a weighted mean 207Pb*/206Pb* date of 1798 ± 9 Ma isotope evolution by a two-stage model: Earth and Planetary Science Group X yield a weighted mean 207Pb*/206Pb* date of Earth Sciences, v. 51, no. 5, p. 621–644. is interpreted as the igneous crystallization age of the in Group X is interpreted as the age of an inherited Wingate, MTD, Fielding, IOH, Lu, Y and Martin, DMcB 2021, 225797:",
240118,240118.1,240118.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,17,14,3,D:3; I:14,"larger K-feldspar grains. Myrmekite also forms irregular The analyses are concordant to strongly discordant aggregates up to 2.5 mm in size that consist of many small (Fig. 3). Three analyses are >20% discordant. The dates grains. Biotite forms anhedral to subhedral, equant grains are unreliable, and are considered not to be geologically Figure 1. Hand specimen image of sample 240118: metamonzogranite, Mount Mason Figure 2. Cathodoluminescence image of representative zircons from sample 240118: a weighted mean 207Pb*/206Pb* date of 2690 ± 7 Ma is interpreted as the igneous crystallization age of the Geological Survey of Western Australia, 4p.",
